id_account,account_created_date,visit_date
649264,2020-11-01,
672841,2020-11-01,2020-11-05
651597,2020-11-01,
675827,2020-11-01,2020-11-05
656640,2020-11-01,
643046,2020-11-01,
675242,2020-11-01,
671228,2020-11-01,
664593,2020-11-01,
638281,2020-11-01,
648716,2020-11-01,
640079,2020-11-01,
637915,2020-11-01,
669912,2020-11-01,2020-11-01
669912,2020-11-01,2020-11-02
669912,2020-11-01,2020-11-06
669912,2020-11-01,2020-11-07
669912,2020-11-01,2020-11-08
669912,2020-11-01,2020-11-09
669912,2020-11-01,2020-11-10
669912,2020-11-01,2020-11-12
669912,2020-11-01,2020-11-13
669912,2020-11-01,2020-11-14
669912,2020-11-01,2020-11-15
669912,2020-11-01,2020-11-16
669912,2020-11-01,2020-11-17
669912,2020-11-01,2020-11-19
669912,2020-11-01,2020-11-20
669912,2020-11-01,2020-11-21
669912,2020-11-01,2020-11-24
669912,2020-11-01,2020-11-27
653370,2020-11-01,
643904,2020-11-01,
636715,2020-11-01,
645526,2020-11-01,
670722,2020-11-01,2020-11-01
670722,2020-11-01,2020-11-02
636898,2020-11-01,
638702,2020-11-01,
654079,2020-11-01,
663039,2020-11-01,
642709,2020-11-01,
653406,2020-11-01,
673231,2020-11-01,
673713,2020-11-01,
665267,2020-11-01,2020-11-10
665267,2020-11-01,2020-11-16
638921,2020-11-01,
645686,2020-11-01,
639592,2020-11-01,
650765,2020-11-01,
639868,2020-11-01,
679121,2020-11-01,
679598,2020-11-01,
672405,2020-11-01,
661364,2020-11-01,
637477,2020-11-01,
670412,2020-11-01,
673715,2020-11-01,
647199,2020-11-01,
644006,2020-11-01,
673084,2020-11-01,2020-11-01
673084,2020-11-01,2020-11-02
673084,2020-11-01,2020-11-03
673084,2020-11-01,2020-11-04
673084,2020-11-01,2020-11-05
673084,2020-11-01,2020-11-06
673084,2020-11-01,2020-11-07
673084,2020-11-01,2020-11-08
673084,2020-11-01,2020-11-10
673084,2020-11-01,2020-11-12
673084,2020-11-01,2020-11-13
673084,2020-11-01,2020-11-17
673084,2020-11-01,2020-11-19
673084,2020-11-01,2020-11-20
673084,2020-11-01,2020-11-21
652031,2020-11-01,
650032,2020-11-01,
671782,2020-11-01,
666849,2020-11-01,
656196,2020-11-01,
638108,2020-11-01,
658335,2020-11-01,
652685,2020-11-01,
641359,2020-11-01,
651975,2020-11-01,
642073,2020-11-01,
665919,2020-11-01,
679142,2020-11-01,
668341,2020-11-01,
637561,2020-11-01,
651423,2020-11-01,
675175,2020-11-01,
663896,2020-11-01,2020-11-16
663896,2020-11-01,2020-11-17
663896,2020-11-01,2020-11-19
663896,2020-11-01,2020-11-21
663896,2020-11-01,2020-11-24
663896,2020-11-01,2020-11-26
676600,2020-11-01,
678835,2020-11-01,
640917,2020-11-01,
656508,2020-11-01,
662582,2020-11-01,
657085,2020-11-01,
672859,2020-11-01,2020-11-02
672859,2020-11-01,2020-11-03
641033,2020-11-01,
677062,2020-11-01,
677915,2020-11-02,
666902,2020-11-02,
673886,2020-11-02,2020-11-02
673886,2020-11-02,2020-11-03
673886,2020-11-02,2020-11-04
677706,2020-11-02,
646070,2020-11-02,
637413,2020-11-02,
645019,2020-11-02,
681664,2020-11-02,
663783,2020-11-02,
664956,2020-11-02,
653419,2020-11-02,
677195,2020-11-02,2020-11-03
680586,2020-11-02,2020-11-02
680586,2020-11-02,2020-11-03
680586,2020-11-02,2020-11-06
640032,2020-11-02,
667624,2020-11-02,2020-11-07
659592,2020-11-02,
650889,2020-11-02,
676530,2020-11-02,
680231,2020-11-02,2020-11-02
680231,2020-11-02,2020-11-05
675431,2020-11-02,
654392,2020-11-02,
679330,2020-11-02,2020-11-03
679330,2020-11-02,2020-11-04
679330,2020-11-02,2020-11-05
679330,2020-11-02,2020-11-06
679330,2020-11-02,2020-11-07
679330,2020-11-02,2020-11-08
679330,2020-11-02,2020-11-09
680352,2020-11-02,
672458,2020-11-02,2020-11-03
642239,2020-11-02,
666767,2020-11-02,
667179,2020-11-02,2020-11-07
667179,2020-11-02,2020-11-08
667179,2020-11-02,2020-11-09
667179,2020-11-02,2020-11-10
667179,2020-11-02,2020-11-11
667179,2020-11-02,2020-11-13
667179,2020-11-02,2020-11-16
667179,2020-11-02,2020-11-17
667179,2020-11-02,2020-11-18
667179,2020-11-02,2020-11-19
667179,2020-11-02,2020-11-21
667179,2020-11-02,2020-11-23
667179,2020-11-02,2020-11-24
667179,2020-11-02,2020-11-25
667179,2020-11-02,2020-11-26
667179,2020-11-02,2020-11-27
667179,2020-11-02,2020-11-28
667179,2020-11-02,2020-12-01
639601,2020-11-02,
675034,2020-11-02,2020-11-03
675034,2020-11-02,2020-11-04
674904,2020-11-02,
671893,2020-11-02,2020-11-06
677948,2020-11-02,
675302,2020-11-02,
681563,2020-11-02,2020-11-03
667736,2020-11-02,
647422,2020-11-02,
663210,2020-11-02,
667585,2020-11-02,
664339,2020-11-02,2020-11-27
645405,2020-11-02,
661119,2020-11-02,
638823,2020-11-02,
669976,2020-11-02,2020-11-06
655499,2020-11-02,
675063,2020-11-02,
645514,2020-11-02,
648232,2020-11-02,
668551,2020-11-02,
680014,2020-11-02,2020-11-03
671858,2020-11-02,2020-11-02
671858,2020-11-02,2020-11-03
671858,2020-11-02,2020-11-11
671858,2020-11-02,2020-11-17
645135,2020-11-02,
674929,2020-11-02,
671194,2020-11-02,
648258,2020-11-02,
655519,2020-11-02,
667751,2020-11-02,2020-11-06
667751,2020-11-02,2020-11-12
667751,2020-11-02,2020-11-13
667751,2020-11-02,2020-11-14
667751,2020-11-02,2020-11-16
667751,2020-11-02,2020-11-19
644137,2020-11-02,
681271,2020-11-02,
651622,2020-11-02,
654611,2020-11-02,
679589,2020-11-02,
670261,2020-11-02,
663945,2020-11-02,
643146,2020-11-02,
664934,2020-11-02,
676537,2020-11-02,
674400,2020-11-02,
640854,2020-11-02,
664792,2020-11-02,2020-11-15
653471,2020-11-02,
673657,2020-11-02,2020-11-03
673657,2020-11-02,2020-11-11
644226,2020-11-02,
654321,2020-11-02,
675035,2020-11-02,2020-11-06
675035,2020-11-02,2020-11-09
675035,2020-11-02,2020-11-10
675035,2020-11-02,2020-11-11
672160,2020-11-02,2020-11-03
670860,2020-11-02,
642138,2020-11-02,
637854,2020-11-02,
653638,2020-11-02,
657710,2020-11-02,
663223,2020-11-02,
646542,2020-11-02,
671084,2020-11-02,
660107,2020-11-02,
663921,2020-11-02,
663882,2020-11-02,2020-11-15
663882,2020-11-02,2020-11-16
663882,2020-11-02,2020-11-17
663882,2020-11-02,2020-11-19
663882,2020-11-02,2020-11-23
663882,2020-11-02,2020-11-24
663882,2020-11-02,2020-11-25
663882,2020-11-02,2020-11-26
663882,2020-11-02,2020-11-27
654627,2020-11-02,
648730,2020-11-02,
636934,2020-11-02,
658000,2020-11-02,
678167,2020-11-02,
642776,2020-11-02,
639464,2020-11-02,
645475,2020-11-02,
677991,2020-11-02,
675101,2020-11-02,
652088,2020-11-02,
674022,2020-11-02,
657021,2020-11-02,
674129,2020-11-02,2020-11-03
674129,2020-11-02,2020-11-04
674129,2020-11-02,2020-11-05
674129,2020-11-02,2020-11-08
674129,2020-11-02,2020-11-09
674129,2020-11-02,2020-11-10
674129,2020-11-02,2020-11-11
674129,2020-11-02,2020-11-12
674129,2020-11-02,2020-11-14
674129,2020-11-02,2020-11-17
674129,2020-11-02,2020-11-19
674129,2020-11-02,2020-11-20
681368,2020-11-02,
669152,2020-11-02,2020-11-08
676437,2020-11-02,
662666,2020-11-02,
643879,2020-11-02,
662643,2020-11-02,
655627,2020-11-02,
649854,2020-11-02,
665290,2020-11-02,
641255,2020-11-02,
643016,2020-11-02,
656438,2020-11-02,
638073,2020-11-02,
657003,2020-11-02,
654676,2020-11-02,
651982,2020-11-02,
638067,2020-11-02,
653688,2020-11-02,
672504,2020-11-02,2020-11-03
672504,2020-11-02,2020-11-06
672504,2020-11-02,2020-11-07
672504,2020-11-02,2020-11-18
672504,2020-11-02,2020-11-19
672504,2020-11-02,2020-11-23
657519,2020-11-02,
662828,2020-11-02,
668279,2020-11-02,2020-11-06
668279,2020-11-02,2020-11-07
668279,2020-11-02,2020-11-14
668279,2020-11-02,2020-11-22
668279,2020-11-02,2020-12-01
652091,2020-11-02,
651853,2020-11-02,
664489,2020-11-02,
660638,2020-11-02,2020-11-24
640613,2020-11-02,
654213,2020-11-02,
652833,2020-11-02,
666097,2020-11-02,
653011,2020-11-02,
665810,2020-11-02,
660618,2020-11-02,2020-11-23
664597,2020-11-02,
670948,2020-11-02,
640419,2020-11-02,
672054,2020-11-02,
672376,2020-11-02,2020-11-02
672376,2020-11-02,2020-11-04
672376,2020-11-02,2020-11-19
672376,2020-11-02,2020-11-21
650296,2020-11-02,
678415,2020-11-02,2020-11-08
663899,2020-11-02,
643026,2020-11-02,
656470,2020-11-02,
666936,2020-11-02,2020-11-07
640211,2020-11-02,
667933,2020-11-02,
678100,2020-11-02,2020-11-11
675448,2020-11-02,
669711,2020-11-02,
681939,2020-11-02,
680873,2020-11-02,
655089,2020-11-02,
647192,2020-11-02,
639676,2020-11-02,
681873,2020-11-02,
681568,2020-11-02,2020-11-02
666527,2020-11-02,2020-11-08
666527,2020-11-02,2020-11-10
666527,2020-11-02,2020-11-15
663463,2020-11-02,2020-11-15
663463,2020-11-02,2020-11-16
663463,2020-11-02,2020-11-17
663463,2020-11-02,2020-11-19
663463,2020-11-02,2020-11-20
663463,2020-11-02,2020-11-21
663463,2020-11-02,2020-11-22
663463,2020-11-02,2020-11-25
663463,2020-11-02,2020-11-27
663463,2020-11-02,2020-11-28
645039,2020-11-02,
642207,2020-11-02,
638116,2020-11-02,
636696,2020-11-02,
649050,2020-11-02,
646846,2020-11-02,
670091,2020-11-02,2020-11-02
670050,2020-11-02,2020-11-29
638186,2020-11-02,
661980,2020-11-02,2020-11-27
644405,2020-11-02,
659754,2020-11-02,
637670,2020-11-02,
651484,2020-11-02,
660487,2020-11-02,
662515,2020-11-02,
657418,2020-11-02,
673208,2020-11-02,
662467,2020-11-02,
665870,2020-11-02,2020-11-09
665870,2020-11-02,2020-11-10
643786,2020-11-02,
638039,2020-11-02,
680215,2020-11-02,
663587,2020-11-02,
664159,2020-11-02,2020-11-18
664159,2020-11-02,2020-11-22
664159,2020-11-02,2020-11-23
659164,2020-11-02,
644842,2020-11-02,
644698,2020-11-02,
650706,2020-11-02,
642519,2020-11-02,
681590,2020-11-02,
676828,2020-11-02,2020-11-13
671417,2020-11-02,2020-11-03
671417,2020-11-02,2020-11-12
671417,2020-11-02,2020-11-16
671417,2020-11-02,2020-11-18
659963,2020-11-02,
654785,2020-11-02,
644106,2020-11-02,
639658,2020-11-02,
638766,2020-11-02,
658455,2020-11-02,
645094,2020-11-02,
658494,2020-11-02,
646051,2020-11-02,
660028,2020-11-02,
639155,2020-11-02,
673277,2020-11-02,
652408,2020-11-02,
637383,2020-11-02,
642494,2020-11-02,
654976,2020-11-02,
662062,2020-11-02,
675768,2020-11-02,2020-11-03
675768,2020-11-02,2020-11-05
675768,2020-11-02,2020-11-07
675768,2020-11-02,2020-11-15
670203,2020-11-02,2020-11-02
670203,2020-11-02,2020-11-04
670203,2020-11-02,2020-11-08
680096,2020-11-02,2020-11-06
681817,2020-11-02,
646714,2020-11-02,
659385,2020-11-02,2020-11-29
677973,2020-11-02,2020-11-05
677973,2020-11-02,2020-11-06
677973,2020-11-02,2020-11-07
677973,2020-11-02,2020-11-08
677973,2020-11-02,2020-11-11
677973,2020-11-02,2020-11-12
638632,2020-11-02,
672368,2020-11-02,
677972,2020-11-02,
681193,2020-11-02,
663236,2020-11-02,2020-11-17
648512,2020-11-02,
653595,2020-11-02,
680602,2020-11-02,2020-11-04
680602,2020-11-02,2020-11-05
645443,2020-11-02,
662936,2020-11-02,2020-11-24
639779,2020-11-02,
674027,2020-11-02,
656191,2020-11-02,
666063,2020-11-02,
660823,2020-11-02,2020-11-23
660823,2020-11-02,2020-11-24
660823,2020-11-02,2020-11-25
660823,2020-11-02,2020-12-01
667622,2020-11-02,
636236,2020-11-02,
667022,2020-11-02,2020-11-10
667022,2020-11-02,2020-11-15
667022,2020-11-02,2020-11-17
667022,2020-11-02,2020-11-19
667022,2020-11-02,2020-11-23
667022,2020-11-02,2020-11-25
667022,2020-11-02,2020-11-28
667022,2020-11-02,2020-11-29
667022,2020-11-02,2020-11-30
667022,2020-11-02,2020-12-01
657577,2020-11-02,
668921,2020-11-02,2020-11-02
668921,2020-11-02,2020-11-03
668921,2020-11-02,2020-11-04
668921,2020-11-02,2020-11-05
668921,2020-11-02,2020-11-06
668921,2020-11-02,2020-11-09
668921,2020-11-02,2020-11-12
668921,2020-11-02,2020-11-14
668921,2020-11-02,2020-11-21
668921,2020-11-02,2020-11-30
668921,2020-11-02,2020-12-01
673163,2020-11-02,
665282,2020-11-02,2020-11-16
659319,2020-11-02,
653447,2020-11-02,
656655,2020-11-02,
638666,2020-11-02,
662770,2020-11-02,
675047,2020-11-02,
643591,2020-11-02,
642873,2020-11-02,
644372,2020-11-02,
665895,2020-11-02,
649943,2020-11-02,
660849,2020-11-02,2020-11-28
666286,2020-11-02,2020-11-23
666286,2020-11-02,2020-11-24
649929,2020-11-02,
661359,2020-11-02,2020-11-21
672377,2020-11-02,
667554,2020-11-02,
680233,2020-11-02,
677822,2020-11-02,2020-11-04
677822,2020-11-02,2020-11-05
677822,2020-11-02,2020-11-06
677822,2020-11-02,2020-11-07
677822,2020-11-02,2020-11-09
677822,2020-11-02,2020-11-10
677822,2020-11-02,2020-11-12
661089,2020-11-02,
667114,2020-11-02,2020-11-12
667114,2020-11-02,2020-11-16
667114,2020-11-02,2020-11-20
667114,2020-11-02,2020-11-21
667114,2020-11-02,2020-11-22
667114,2020-11-02,2020-11-23
667114,2020-11-02,2020-11-26
668524,2020-11-02,2020-11-17
668524,2020-11-02,2020-11-20
658485,2020-11-02,
637931,2020-11-02,
659953,2020-11-02,
643842,2020-11-02,
663113,2020-11-02,2020-11-17
663113,2020-11-02,2020-11-19
663113,2020-11-02,2020-11-23
663113,2020-11-02,2020-11-24
663113,2020-11-02,2020-11-25
663113,2020-11-02,2020-11-27
663113,2020-11-02,2020-11-30
663113,2020-11-02,2020-12-01
640574,2020-11-02,
639982,2020-11-02,
663633,2020-11-02,
662469,2020-11-02,
662751,2020-11-02,
663333,2020-11-02,
666212,2020-11-02,
651987,2020-11-02,
652194,2020-11-02,
680201,2020-11-02,2020-11-03
680201,2020-11-02,2020-11-06
680201,2020-11-02,2020-11-07
659752,2020-11-02,
646658,2020-11-02,
646744,2020-11-02,
644986,2020-11-02,
650885,2020-11-02,
668834,2020-11-02,
678914,2020-11-02,2020-11-08
645587,2020-11-02,
658651,2020-11-02,
638036,2020-11-02,
663598,2020-11-02,2020-11-17
656159,2020-11-02,
671457,2020-11-02,2020-11-02
671457,2020-11-02,2020-11-04
671457,2020-11-02,2020-11-05
671457,2020-11-02,2020-11-06
671457,2020-11-02,2020-11-07
671457,2020-11-02,2020-11-08
671457,2020-11-02,2020-11-12
671457,2020-11-02,2020-11-13
671457,2020-11-02,2020-11-16
671457,2020-11-02,2020-11-19
671457,2020-11-02,2020-11-21
671457,2020-11-02,2020-11-23
671457,2020-11-02,2020-11-25
662967,2020-11-02,
637312,2020-11-02,
660041,2020-11-02,
669031,2020-11-02,2020-11-03
669031,2020-11-02,2020-11-04
669031,2020-11-02,2020-11-05
669031,2020-11-02,2020-11-09
679871,2020-11-02,
647143,2020-11-02,
655257,2020-11-02,
651881,2020-11-02,
637650,2020-11-02,
678169,2020-11-02,
648480,2020-11-02,
675368,2020-11-03,2020-11-05
675368,2020-11-03,2020-11-07
672465,2020-11-03,
668796,2020-11-03,2020-11-04
668796,2020-11-03,2020-11-05
668796,2020-11-03,2020-11-11
668796,2020-11-03,2020-11-13
668796,2020-11-03,2020-11-17
668796,2020-11-03,2020-11-18
679345,2020-11-03,2020-11-04
679345,2020-11-03,2020-11-05
639511,2020-11-03,
678558,2020-11-03,
655311,2020-11-03,
652927,2020-11-03,
680991,2020-11-03,
666932,2020-11-03,2020-11-11
666932,2020-11-03,2020-11-26
669473,2020-11-03,2020-11-03
669473,2020-11-03,2020-11-07
666974,2020-11-03,2020-11-08
666974,2020-11-03,2020-11-09
666974,2020-11-03,2020-11-12
666974,2020-11-03,2020-11-13
666974,2020-11-03,2020-11-14
666974,2020-11-03,2020-11-15
666974,2020-11-03,2020-11-16
666974,2020-11-03,2020-11-17
666974,2020-11-03,2020-11-18
666974,2020-11-03,2020-11-24
666974,2020-11-03,2020-12-02
677999,2020-11-03,2020-11-06
662691,2020-11-03,
666079,2020-11-03,
664773,2020-11-03,2020-11-24
664773,2020-11-03,2020-12-02
640525,2020-11-03,
638287,2020-11-03,
651052,2020-11-03,
672793,2020-11-03,2020-11-03
672793,2020-11-03,2020-11-04
672793,2020-11-03,2020-11-05
672793,2020-11-03,2020-11-15
672793,2020-11-03,2020-11-20
672612,2020-11-03,
670866,2020-11-03,
652908,2020-11-03,
670157,2020-11-03,2020-11-04
670157,2020-11-03,2020-11-05
670157,2020-11-03,2020-11-27
651923,2020-11-03,
667712,2020-11-03,
636844,2020-11-03,
667531,2020-11-03,
647507,2020-11-03,
660531,2020-11-03,
661102,2020-11-03,
640063,2020-11-03,
655366,2020-11-03,
639681,2020-11-03,
645795,2020-11-03,
676706,2020-11-03,
636389,2020-11-03,
660637,2020-11-03,2020-11-27
651471,2020-11-03,
676842,2020-11-03,2020-11-14
668942,2020-11-03,2020-11-03
653990,2020-11-03,
646277,2020-11-03,
649389,2020-11-03,
641257,2020-11-03,
665736,2020-11-03,
659769,2020-11-03,
636493,2020-11-03,
657243,2020-11-03,
662452,2020-11-03,2020-11-20
662452,2020-11-03,2020-11-21
662452,2020-11-03,2020-11-22
662452,2020-11-03,2020-11-26
662452,2020-11-03,2020-11-28
669279,2020-11-03,2020-11-04
669279,2020-11-03,2020-11-05
669279,2020-11-03,2020-11-18
669279,2020-11-03,2020-11-25
669279,2020-11-03,2020-11-28
661611,2020-11-03,
665685,2020-11-03,
679362,2020-11-03,
644392,2020-11-03,
640375,2020-11-03,
671078,2020-11-03,2020-11-03
671078,2020-11-03,2020-11-07
671078,2020-11-03,2020-11-09
671078,2020-11-03,2020-11-27
642117,2020-11-03,
653682,2020-11-03,
680251,2020-11-03,
677581,2020-11-03,
644530,2020-11-03,
639274,2020-11-03,
664960,2020-11-03,2020-11-30
664960,2020-11-03,2020-12-02
674722,2020-11-03,
643450,2020-11-03,
657094,2020-11-03,
663107,2020-11-03,
662265,2020-11-03,
672698,2020-11-03,
680002,2020-11-03,
657837,2020-11-03,
663860,2020-11-03,
652466,2020-11-03,
674912,2020-11-03,2020-11-06
674912,2020-11-03,2020-11-09
674912,2020-11-03,2020-11-11
674912,2020-11-03,2020-11-12
674912,2020-11-03,2020-11-18
668259,2020-11-03,
676934,2020-11-03,
639400,2020-11-03,
637661,2020-11-03,
664376,2020-11-03,
654300,2020-11-03,
675778,2020-11-03,
638761,2020-11-03,
654441,2020-11-03,
663093,2020-11-03,
665811,2020-11-03,
667512,2020-11-03,
676483,2020-11-03,2020-11-03
676483,2020-11-03,2020-11-05
676483,2020-11-03,2020-11-08
676483,2020-11-03,2020-11-11
676483,2020-11-03,2020-11-13
668622,2020-11-03,
676584,2020-11-03,
637503,2020-11-03,
636305,2020-11-03,
662470,2020-11-03,
662722,2020-11-03,
670681,2020-11-03,2020-11-04
670681,2020-11-03,2020-11-06
670681,2020-11-03,2020-11-07
670681,2020-11-03,2020-11-09
659828,2020-11-03,
642712,2020-11-03,
669189,2020-11-03,
644609,2020-11-03,
643317,2020-11-03,
636534,2020-11-03,
657663,2020-11-03,
643510,2020-11-03,
679947,2020-11-03,
675426,2020-11-03,
655555,2020-11-03,
664708,2020-11-03,
652974,2020-11-03,
654486,2020-11-03,
654823,2020-11-03,
668026,2020-11-03,
658812,2020-11-03,
671916,2020-11-03,
641036,2020-11-03,
645239,2020-11-03,
678813,2020-11-03,
669539,2020-11-03,
637580,2020-11-03,
640904,2020-11-03,
669689,2020-11-03,
678075,2020-11-03,2020-11-07
678075,2020-11-03,2020-11-08
678075,2020-11-03,2020-11-09
678075,2020-11-03,2020-11-10
655576,2020-11-03,
669178,2020-11-03,
664521,2020-11-03,2020-11-17
664521,2020-11-03,2020-11-24
672896,2020-11-03,
672357,2020-11-03,2020-11-04
672357,2020-11-03,2020-11-05
672357,2020-11-03,2020-11-06
672357,2020-11-03,2020-11-09
672357,2020-11-03,2020-11-10
672357,2020-11-03,2020-11-11
672357,2020-11-03,2020-11-12
672357,2020-11-03,2020-11-17
672357,2020-11-03,2020-11-18
643002,2020-11-03,
675281,2020-11-03,
658437,2020-11-03,
650361,2020-11-03,
646792,2020-11-03,
661336,2020-11-03,
678457,2020-11-03,
668555,2020-11-03,
639560,2020-11-03,
661428,2020-11-03,
669231,2020-11-03,2020-11-03
645610,2020-11-03,
668419,2020-11-03,
642252,2020-11-03,
667402,2020-11-03,2020-11-07
667402,2020-11-03,2020-11-11
659427,2020-11-03,
674944,2020-11-03,2020-11-04
674944,2020-11-03,2020-11-05
674944,2020-11-03,2020-11-08
674944,2020-11-03,2020-11-11
674944,2020-11-03,2020-11-12
674944,2020-11-03,2020-11-14
674944,2020-11-03,2020-11-18
671804,2020-11-03,2020-11-03
671804,2020-11-03,2020-11-05
671804,2020-11-03,2020-11-06
662829,2020-11-03,
645212,2020-11-03,
656014,2020-11-03,
670643,2020-11-03,2020-11-03
670643,2020-11-03,2020-11-04
670643,2020-11-03,2020-11-15
650308,2020-11-03,
663428,2020-11-03,
661777,2020-11-03,
643990,2020-11-03,
663055,2020-11-03,
643992,2020-11-03,
645197,2020-11-03,
644598,2020-11-03,
655187,2020-11-03,
642988,2020-11-03,
649566,2020-11-03,
677218,2020-11-03,
668138,2020-11-03,
680056,2020-11-03,
677221,2020-11-03,
641759,2020-11-03,
653180,2020-11-03,
662019,2020-11-03,
655819,2020-11-03,
679019,2020-11-03,
658643,2020-11-03,
668461,2020-11-03,2020-11-08
668461,2020-11-03,2020-11-12
668461,2020-11-03,2020-11-17
655166,2020-11-03,
668415,2020-11-03,
663291,2020-11-03,
658468,2020-11-03,2020-11-29
658468,2020-11-03,2020-11-30
658468,2020-11-03,2020-12-01
658468,2020-11-03,2020-12-02
641466,2020-11-03,
669364,2020-11-03,2020-11-04
669364,2020-11-03,2020-11-13
667048,2020-11-03,2020-11-30
645722,2020-11-03,
643006,2020-11-03,
641817,2020-11-03,
657037,2020-11-03,
677363,2020-11-03,
670840,2020-11-03,
640510,2020-11-03,
640157,2020-11-03,
